client_id,age,revenu_annuel,montant_moyen_achat,frequence_achats_mensuelle,temps_site_minutes,taux_ouverture_emails,pct_tech,pct_vetements,pct_alimentation,pct_maison,taux_retour,anciennete_jours,nb_contacts_support,heures_achat,distance_magasin_km,pct_achats_promotion,valeur_client_lifetime,taux_abandon_panier,canal_acquisition,appareil_prefere,region,genre,jours_depuis_dernier_achat,churn,score_recence,score_frequence,score_monetaire,score_rfm
CID000016,19.93584439832788,26410.45723042029,17.71317283356657,0,5.5058089686940805,0.0018718693984015834,0.16484158253204526,0.6095298241946521,0.05622887630446649,0.16939971696883613,0.009763990495110685,49,0.0,9.010184831945013,3.4348650165067878,0.14999795016425818,0.0,0.033857286281693065,Search_Organic,Desktop,Sud,F,7,0,4,0,0,400
CID000017,26.571236662976368,38666.54351300353,55.7146287972048,1,9.400688696105552,0.218098996229328,0.021711199268532703,0.13692037252260036,0.7949876212766931,0.04638080693217379,0.0452713075116852,41,0.0,10.081055325304293,0.8884777029624586,0.27113779628617435,72.69621809550378,0.11132093721111126,Search_Paid,Mobile,Ouest,F,4,0,4,0,2,402
CID000018,20.459879622393945,29281.541928068236,41.92012106770727,1,6.552786134741547,0.0022880797344601226,0.18173802657024912,0.3561186635760209,0.31574954598828936,0.1463937638654406,0.10272946815954972,39,0.0,8.040416014355618,1.3025066588117418,0.12386060211093529,48.8977961228091,0.023290213311817378,Search_Paid,Desktop,Nord,F,10,0,3,0,1,301
CID000019,18.0,49356.1987871377,22.347053038308843,0,1.7842381368111684,0.06780825120458633,0.19960250633945223,0.24429523823816043,0.30022849484953273,0.25587376057285455,0.041003972531003574,38,0.0,6.520141146254524,4.166059685521608,0.14363136482890781,0.0,0.0010026565313601859,Social,Desktop,Ouest,H,14,0,3,0,0,300
CID000020,32.32824384460777,47358.73169934607,56.75256042244291,1,7.035082804822239,0.0496088678368858,0.10333826260584332,0.22380122792443938,0.39023833207530473,0.28262217739441264,0.01401072991167715,6,0.0,10.877493217802725,0.1898876516501257,0.09858313133983254,11.191483125313585,0.007645814757668599,Direct,Tablet,Ouest,F,8,0,3,0,2,302
CID000021,23.871118497567323,39832.77941084454,5.590337088947824,1,4.780051272639097,0.04445630682947438,0.281320496217236,0.6134444585202258,0.00565661070759686,0.09957843455494149,0.031228374242385577,46,0.0,6.537528276402909,1.0786906383237325,0.256118432786724,8.304165256962712,0.1347853996697089,Social,Mobile,Sud,H,8,0,3,0,0,300
CID000022,25.33764102343962,45888.05363815819,9.315975487298068,1,1.0,0.05953736454693647,0.17039764691687553,0.30798679814626984,0.11530640915126837,0.4063091457855862,0.02569020642163045,21,0.0,6.350293453775187,0.6983544306128212,0.0014117624991849293,6.353652307807372,0.0304685781857241,Search_Organic,Mobile,Est,F,2,0,4,0,0,400
CID000023,18.0,35518.330800987045,13.658199866148877,0,7.717304485721801,0.07282665689147844,0.07950611810698076,0.8752802323342405,0.0022746667829164516,0.0429389827758624,0.01059251866271168,45,0.0,5.358345069614886,1.4276768025900306,0.31583204828436484,0.0,0.07555916740201643,Referral,Desktop,Centre,F,7,0,4,0,0,400
CID000024,22.278086377374088,41123.49995500012,12.268627329394368,1,10.2333257696698,0.007254444402953327,0.7288848644971557,0.13976776053602852,0.042161430451901905,0.0891859445149139,0.05102699770370756,34,0.0,6.964485318033624,1.4717068240733702,0.19347118492856757,13.194942258940346,0.03780605872364428,Direct,Mobile,Ouest,F,4,0,4,0,0,400
CID000025,25.55461294854933,46821.7623624166,5.0,2,3.6435876516882013,0.12538735981378016,0.059097370134649455,0.3750368124610259,0.5529792084368395,0.012886608967485192,0.05944648926201813,7,0.0,11.203054516795703,3.9210912994551252,0.1702392887077494,2.1946248583886243,0.0473714194998893,Search_Paid,Mobile,Est,H,1,0,4,1,0,410
CID000026,19.245032112888488,36963.9894543545,18.63119503784827,1,3.3376577955990934,0.1301215376258674,0.12423659179536013,0.6600381784783259,0.09563215414079314,0.12009307558552072,0.0982831679930034,35,0.0,9.414713210605967,0.44018203765912334,0.2709740596666481,19.60007252703852,0.1938524471778915,Social,Desktop,Est,F,14,0,3,0,0,300
CID000027,26.87849009172836,32958.50262788573,37.82977254998961,0,2.7867072620387296,0.166586979546979,0.1655749756346929,0.2435872562397974,0.1964946015274124,0.39434316659809726,0.008820213086516262,45,0.0,8.790228005348515,0.3455855309449269,0.0552304324368554,0.0,0.010828882691034946,Social,Mobile,Sud,F,12,0,3,0,1,301
CID000028,21.996806550405974,21363.024334583075,46.089063357425246,0,6.34406444578716,0.18089240744081567,0.4935975183812713,0.12271986336261839,0.27334602716758566,0.11033659108852475,0.15552824502906992,27,0.0,7.869523192775392,0.14207857638274043,0.04912365699505527,0.0,0.04445960660136404,Social,Desktop,Ouest,H,14,0,3,0,1,301
CID000029,23.541531251033618,34334.93179422805,43.599080014130564,2,1.2132482167689511,0.11217212681474197,0.07427327652245355,0.3858726650175534,0.012427802813323688,0.5274262556466693,0.035573997064285,27,0.0,4.272426600854612,0.25323372936280686,0.15969348145101778,75.68655564546425,0.010160533864628236,Referral,Desktop,Nord,H,4,0,4,1,1,411
CID000030,21.991466938853016,41587.38547649849,53.20488704644469,0,7.434650867908106,0.09589223831050848,0.2532059729295342,0.5738004628150947,0.13206108314834133,0.04093248110702986,0.07630598403826779,39,0.0,7.873277485957394,0.1093856706545671,0.5167041490783624,0.0,0.0009405573609570535,Email,Mobile,Sud,F,14,0,3,0,1,301
CID000031,34.26139092254469,42565.06742054104,34.77586651912982,1,1.7289806547163653,0.042855271683748926,0.4971921678590287,0.14957720864286186,0.0038694211522723545,0.3493612023458372,0.04427262422778262,13,0.0,11.752676637661537,1.9683128355347002,0.19630032096761485,14.402373981030905,0.08518143073530307,Social,Desktop,Est,F,10,0,3,0,1,301
CID000032,24.93251387631033,39034.92052574728,16.082681057969506,1,1.5156520535252125,0.0414828819266169,0.13402683553176775,0.33789383858710653,0.14104942940252876,0.38702989647859704,0.013280570207057335,5,0.0,10.65701359353232,15.197315016414494,0.1678218783498218,2.644848980510238,0.15333038509082433,Email,Desktop,Sud,H,11,0,3,0,0,300
CID000033,19.711445355220498,30669.60724030208,5.0,2,8.28210852103399,0.11126650230684486,0.2554077997777018,0.24389546787748798,0.4571985840511967,0.043498148293613495,0.06557656330359145,11,0.0,10.785134372557971,1.7017209123362318,0.339027913678536,3.4262192678868315,0.0006724716869204477,Social,Desktop,Ouest,Autre,9,0,3,1,0,310
CID000034,29.112724560515943,19185.427448419276,5.0,3,1.0,0.009824142846585511,0.08653302249025177,0.286877688791074,0.16682267497940892,0.45976661373926525,0.016593547801114574,23,0.0,12.742389813076626,1.6921766912501266,0.024470766972740317,11.309174200287183,0.05229995276285686,Direct,Mobile,Nord,F,1,0,4,2,0,420
CID000035,18.895781750144888,31038.27921596212,27.742395660127585,1,9.921351070479943,0.13103138992477406,0.029913035354954726,0.08792838096808607,0.8125268848562094,0.06963169882074981,0.003200171349347349,53,0.0,10.388941799247503,3.0867444236800834,0.03442645926063299,48.85472025799369,0.0879843846435984,Direct,Mobile,Centre,H,12,0,3,0,1,301
CID000036,26.044317975023777,32565.24103156839,11.53861589451904,1,19.05313936282327,0.006057747771509342,0.012503049388493767,0.1913487410348733,0.2808436260867989,0.5153045834898341,0.05895281360101079,37,0.0,8.470926576843103,0.3098377437398968,0.0712205927874199,13.39200449438682,0.03393920491258538,Search_Organic,Mobile,Nord,H,7,0,4,0,0,400
CID000037,18.0,32496.568262479886,26.68856625996686,1,1.9273836315713684,0.021139307829792335,0.34252285473597244,0.24591914645035554,0.3694834806122375,0.042074518201434506,0.013489874263851783,37,0.0,10.394748919075166,0.039207136945031223,0.12081857407726942,32.471867056766165,0.011479556220986106,Search_Paid,Mobile,Ouest,F,11,0,3,0,1,301
CID000038,18.359069755507846,39948.450855823394,8.429456563891119,0,13.146684240050888,0.11683845389169523,0.21647173245018772,0.42445185565778604,0.2136569536996391,0.14541945819238716,0.0025598058615113914,15,0.0,7.880114835625675,2.3679848255524476,0.16165760148615274,0.0,0.001744242299539904,Search_Paid,Mobile,Sud,H,14,0,3,0,0,300
CID000039,25.984306179345616,50885.41128811872,60.514143294356685,0,4.178333621424802,0.012387006660188507,0.18224874574644548,0.04151417279218877,0.35697756969702094,0.4192595117643448,0.04806041364263533,52,0.0,9.942021077550333,6.902664568027496,0.16706395461642828,0.0,0.04505940982248695,Email,Mobile,Ouest,H,9,0,3,0,2,302
CID000040,28.692332899977053,35988.23361472874,19.194793634314557,0,1.501059093647402,0.06200934422071005,0.09374890638512386,0.24485741306316072,0.6524468697910325,0.008946810760682922,0.003319150289639405,40,0.0,7.069311105506222,0.5141661718726117,0.11211215001549713,0.0,0.092470901189665,Referral,Mobile,Ouest,H,1,0,4,0,0,400
CID000041,25.85684140594985,33266.14568674831,20.470089146046103,0,3.0131855248438217,0.07734137352572053,0.12226914878205454,0.07911423358811842,0.702694922252611,0.09592169537721607,0.15352980133629024,44,0.0,10.961709409420447,0.6756272446673826,0.2565315758531568,0.0,0.06348084691059737,Social,Mobile,Sud,H,13,0,3,0,0,300
CID000042,24.421758588058797,32926.22549596726,21.997801671785446,3,8.048552344266888,0.03190329397274843,0.09332678888136227,0.1265969468761634,0.6322579156635486,0.1478183485789257,0.08499289210529859,9,0.0,11.252952525118824,5.396398816849384,0.09387795105047918,18.115330398967462,0.04172575126378676,Email,Mobile,Ouest,H,13,0,3,2,0,320
CID000043,23.494481522053555,35995.07813526171,55.94161283829705,1,5.492619699242408,0.23652479675504376,0.2778010962584151,0.26068350654468,0.3325519052831718,0.12896349191373307,0.030085235515055934,4,0.0,6.651476391763355,0.07967475060293176,0.33577068006921856,7.234479498795307,0.11977028916864256,Referral,Mobile,Est,H,6,0,4,0,2,402
CID000044,18.0,28373.64991721281,9.510849871262456,0,3.4138304998815343,0.23371149842773617,0.03584622081491193,0.0860683079209023,0.8758126382143239,0.0022728330498619576,0.002550375713918119,10,0.0,6.324173975013091,3.1258913803475066,0.33320367727153705,0.0,0.01823728839003572,Referral,Mobile,Est,H,10,0,3,0,0,300
CID000045,21.400778958026457,35961.58846996844,22.437933594667467,0,1.4874269015356019,0.2886244214078616,0.11500661359506549,0.3140799238565905,0.2939022031923959,0.2770112593559482,0.005419446706387592,29,0.0,9.775193796552763,1.9672292267043427,0.006504456796988595,0.0,0.08112491808650225,Email,Mobile,Nord,F,9,0,3,0,0,300
CID000046,22.696806145201062,38606.4986906544,26.07308577814052,1,6.469384223149243,0.10865260487296453,0.15387056122922158,0.22883796655634933,0.5675790261686879,0.049712446045741064,0.015392030063262976,29,0.0,11.332304319779,1.80030615703114,0.014180260927379926,24.81604245606797,0.017255341977100724,Email,Mobile,Sud,H,3,0,4,0,1,401
CID000047,30.285611131094576,36677.4885085959,12.577889179364032,2,1.8794188929485438,0.08634914543980962,0.7021670133565348,0.049493116582641376,0.1512476146322007,0.0970922554286232,0.017172817941788612,13,0.0,5.954939372983625,2.2146465959462835,0.021431682491055634,10.713639194608845,0.08976609831324152,Referral,Mobile,Centre,F,7,0,4,1,0,410
CID000048,26.71809144784231,38660.33547203825,38.49927853659656,0,2.0094733724568288,0.11872122958113422,0.21671794568501146,0.07435180560831664,0.5270120215882522,0.1819182271184198,0.018537684882835775,40,0.0,5.6308352505232,0.21716668330920263,0.24959900551685846,0.0,0.042726695155515575,Email,Desktop,Est,H,10,0,3,0,1,301
CID000049,18.0,38469.980874788285,51.674934250633086,2,6.869501644796083,0.005546845315681658,0.05665471250144747,0.11630669532072456,0.3945337917939601,0.4325048003838678,0.0404462894073638,26,0.0,11.595883824516008,4.349893129027518,0.2558766752675415,85.94711650169751,0.04093678064489201,Direct,Mobile,Ouest,H,2,0,4,1,1,411
CID000050,26.620419846973974,20824.82654202845,5.0,0,4.0871281280007645,0.17405169674699963,0.010273351578217333,0.09975826492015968,0.08835314369503025,0.8016152398065928,0.05741178987136039,11,0.0,7.1002212918503345,8.485640650512675,0.2473469009338379,0.0,0.004702787042581186,Search_Paid,Mobile,Ouest,F,4,0,4,0,0,400
CID000051,23.074588597918417,40094.96126716323,41.41279360542828,0,1.0279521062824823,0.018964075643115006,0.1427331757969084,0.29320750408062063,0.4614183322852825,0.10264098783718859,0.03285862663816369,21,0.0,9.609040593804338,1.1238274656108571,0.4143102850574517,0.0,0.032123062781610714,Direct,Mobile,Nord,H,11,0,3,0,1,301
CID000052,21.615389998470206,29631.88123470037,5.0,1,5.80954649123847,0.009131290157819218,0.2509503578003853,0.16074464871835234,0.45893359535557887,0.12937139812568343,0.0019785107459261435,9,0.0,11.325749112798489,1.1414567857056783,0.2215302321721289,1.4970322338811108,0.01416490290905002,Referral,Tablet,Centre,F,7,0,4,0,0,400
CID000053,28.05838144420434,26233.286695968338,12.60597975452664,1,1.4923837305747534,0.0009979819412198115,0.010593711358217706,0.3607110263183734,0.5910383458694691,0.03765691645393977,0.003838915705814259,2,0.0,12.444872111118945,0.05716982580050113,0.051334357602398885,0.8371724307239874,0.17143701402749997,Email,Mobile,Nord,H,11,0,3,0,0,300
CID000054,30.154997612479754,26164.38537716003,15.84414035367766,2,7.145835610753521,0.156067107301011,0.16323449458013156,0.3564694597789226,0.22483430706296667,0.25546173857797916,0.05370058758552739,18,0.0,11.063818092031092,0.22242798567121247,0.6001802038557587,17.991960848277124,0.007789791991922527,Search_Organic,Mobile,Centre,F,8,0,3,1,0,310
CID000055,29.656400595580994,38468.33288378023,16.238620268181034,1,3.2573099461210013,0.11170590110284695,0.060655745971975934,0.0796718308113815,0.686966497113027,0.17270592610361563,0.022101542193324948,54,0.0,7.813579816296445,3.1459359503262676,0.045252409630655265,28.58349909089241,0.00707837186224523,Social,Mobile,Est,H,6,0,4,0,0,400
CID000056,20.803912383886807,33219.400582201175,57.912666385679714,2,4.519159447697875,0.24608667272136428,0.7162675151017173,0.007946929307573783,0.25926527839419583,0.016520277196513045,0.024612961348070905,18,0.0,6.170955466078253,3.2205102125040552,0.3246191624541938,67.7847169996383,0.006727680186730839,Email,Mobile,Sud,F,7,0,4,1,2,412
CID000057,23.453938120743928,21544.249728116716,17.16494745457092,1,4.593677333745722,0.1383464304111911,0.3192055345194045,0.4454448862495741,0.11737835121728683,0.11797122801373451,0.000955663559938207,1,0.0,8.299687032927327,2.2613129110995605,0.029992803659988437,0.5716181179926777,0.0029768793944997232,Social,Desktop,Ouest,H,6,0,4,0,0,400
CID000058,26.65631715701782,38824.302521538266,17.146915948710635,1,1.0,0.44041800103378037,0.3521376487600572,0.4477251188640633,0.1253686438531208,0.07476858852275854,0.002846232946933769,10,0.0,9.659801444432972,2.826742278781374,0.026921569282045598,5.699370610533037,0.025778668674908616,Referral,Desktop,Centre,H,0,0,4,0,0,400
CID000059,29.877725635611796,23483.134953609384,7.324755232827758,1,5.255907417839381,0.0490024358007819,0.2200681909467999,0.29474232464734784,0.1223575047288414,0.36283197967701086,0.01973272864512301,42,0.0,9.55349380896942,4.461247237824187,0.011084951751715864,10.052304955596991,0.06038221787991032,Email,Desktop,Ouest,H,4,0,4,0,0,400
CID000060,22.60412881077355,36118.57086814569,31.218717875752347,1,10.091819583300591,0.16721138563913965,0.2836517164419195,0.18840900787595863,0.5010681468689686,0.026871128813153258,0.06013985395536429,41,0.0,9.77482180247381,0.7790097122201872,0.07168349143485363,40.09967928077554,0.04150247074387971,Search_Paid,Desktop,Sud,F,7,0,4,0,1,401
CID000061,24.071705116680914,36907.99140538443,21.09599204238043,0,11.091312333876342,0.17194184151045308,0.38512105526307394,0.3731678433121348,0.14516757006599368,0.09654353135879756,0.004053154660931705,16,0.0,5.00104284980233,0.5818035029010353,0.015671285793587505,0.0,0.02630492747944026,Search_Paid,Tablet,Ouest,H,9,0,3,0,0,300
CID000062,19.46832512996986,42084.616653560355,35.65915986224731,1,5.832621190320775,0.1718906507762965,0.17747977833516262,0.09288697626356748,0.5146190688708965,0.21501417653037327,0.02518642855297747,11,0.0,9.494008446449618,2.216375572514717,0.3299060590526065,12.745712092709791,0.04290902453268936,Social,Mobile,Est,H,12,0,3,0,1,301
CID000063,19.018966879596647,49253.47829173481,7.185005813306485,1,17.36498613691422,0.05825682958816651,0.32698856195924014,0.05750817139993873,0.6053959949810017,0.010107271659819433,0.04628491400209248,31,0.0,8.99074252634487,0.08471686340848664,0.1607304298276627,7.080863385037496,0.09557551740953496,Referral,Mobile,Nord,F,13,0,3,0,0,300
CID000064,29.062629111970992,24082.589392795664,76.1739370136702,0,4.559952026212699,0.0057838063800626695,0.0652400929126733,0.2710938481806621,0.3180016737685987,0.3456643851380658,0.012907881096343022,58,0.0,7.802975871736795,1.4390031221496664,0.32931078254710905,0.0,0.0373949993370874,Referral,Desktop,Centre,H,4,0,4,0,2,402
CID000065,31.781200142854114,34580.209151495605,43.485860409173675,0,1.4710041123692132,0.15158740048861674,0.0027855455309596234,0.2584760747936975,0.25944011045539733,0.47929826921994545,0.006019892487175336,10,0.0,11.508785187996654,0.3252951716999638,0.5922126417458591,0.0,0.02081992308599517,Social,Tablet,Est,H,8,0,3,0,1,301
CID000066,24.63994939209833,32789.31763964626,25.814048038595395,0,5.396590169698763,0.07059346986752772,0.03973292877419035,0.11885384511267438,0.5101898103526125,0.3312234157605227,0.0043483565794060885,28,0.0,10.78697986721065,3.4120868149319192,0.19666947345499278,0.0,0.004724627863015125,Search_Paid,Mobile,Nord,F,7,0,4,0,1,401
CID000067,30.01766448946012,38469.997487687695,49.673719987595604,4,11.994162799090269,0.19001375887438968,0.0007205067655098201,0.4423990948751961,0.44049024628558603,0.11639015207370795,0.07986470951431253,59,0.0,6.867527413664383,0.3654873579168279,0.26625023271601783,359.55813645962235,0.014821618701848232,Social,Mobile,Est,F,1,0,4,2,1,421
CID000068,26.80818012523817,36725.35016746895,77.50111039538184,1,2.2224751927461024,0.051365119735418185,0.03286785856984905,0.08794974232884707,0.7642894569204282,0.11489294218087569,0.0015665088234528672,1,0.0,8.975307472375258,0.4063169525840855,0.09207900586579361,2.5793234740706694,0.01964946650622048,Direct,Mobile,Nord,F,13,0,3,0,2,302
CID000069,21.77440122697438,32179.63005810704,31.7175525862273,1,1.538396229529838,0.0366235286123598,0.5493569213845418,0.16576208741422488,0.10185245320483831,0.18302853799639499,0.06406852553130912,51,0.0,6.816989633323107,0.7871102432966313,0.01983538589693851,50.465274789562116,0.038410458421568656,Search_Organic,Mobile,Sud,F,7,0,4,0,1,401
CID000070,26.80697802754207,31472.782491113157,21.62630584116733,0,16.981690181388544,0.22003218881599812,0.5195451056167574,0.17746825702413316,0.03298124211058337,0.27000539524852596,0.04898013809498943,45,0.0,10.99759486346564,0.5041013885759775,0.01321091433298676,0.0,0.025029654949519333,Email,Mobile,Centre,F,10,0,3,0,0,300
CID000071,32.690182832329846,26068.393158527622,16.83680787505174,1,7.273921210238484,0.2882890790196924,0.03942993511201268,0.6998379557169613,0.16444171871670732,0.09629039045431874,0.04734859877034109,8,0.0,9.650431970060039,4.560405983248597,0.15585571845125376,4.277228963840693,0.0022493600247360233,Direct,Desktop,Est,H,5,0,4,0,0,400
CID000072,24.820869804450243,42902.89265925207,19.5518924914611,1,1.0,0.04603852110290552,0.03522571606612191,0.04157764127796753,0.09583314123384927,0.8273635014220612,0.00487146985511807,53,0.0,10.38790438187854,3.269330999017708,0.1549615648120315,34.37340799795524,0.03727213071594171,Social,Mobile,Centre,H,8,0,3,0,0,300
CID000073,32.82321827907003,38673.63345279623,28.52971887259783,0,4.118362440262189,0.03360145334696772,0.15953809433722912,0.24552314433401687,0.3501404390336166,0.24479832229513737,0.02422940337282819,39,0.0,12.817044928511097,1.9506912781208798,0.0022727945793137292,0.0,0.06519067757230786,Referral,Tablet,Centre,F,13,0,3,0,1,301
CID000074,18.0,42342.145582361096,20.83415737019621,0,1.3356791883276435,0.10723734752107959,0.023805269370694233,0.2907054045908523,0.1715590690832992,0.5139302569551543,0.013115449337489414,37,0.0,8.267235093353314,6.057638602136309,0.32440644193872487,0.0,0.0780523748293582,Social,Mobile,Sud,H,9,0,3,0,0,300
CID000075,29.10951252187612,32516.83090819589,40.81309485656464,0,1.6900820981928821,0.037489505999720986,0.41258023635575775,0.12166413820031685,0.09234898903079729,0.37340663641312827,0.0007059784253685267,27,0.0,9.633653876973453,5.025626579300536,0.0814052919518949,0.0,0.030839529308553083,Direct,Mobile,Nord,H,12,0,3,0,1,301
CID000076,25.435235341190857,29745.316250444557,64.44908317645118,2,1.0,0.04096269221936299,0.08735437450551256,0.08561750921328662,0.2494717712154744,0.5775563450657265,0.23202363100197873,39,0.0,6.493709078115219,2.2169218929477874,0.023354748936587743,128.68796949606633,0.05203136230645338,Referral,Mobile,Est,F,3,0,4,1,2,412
CID000077,23.504963247670663,26373.47946696618,8.644230194555998,0,1.3132933905222968,0.04917314513410418,0.14610566241880601,0.11998727637446838,0.5940188354945507,0.1398882257121748,0.0728095761894074,33,0.0,9.831266022861728,0.03174533355932237,0.0015175601506622679,0.0,0.07818435763790937,Search_Organic,Mobile,Sud,F,9,0,3,0,0,300
CID000078,25.45880388267751,37871.340669925274,8.599814404491944,1,3.518280665502791,0.09036094608617484,0.2292024726980557,0.3538520634229529,0.3598105299455406,0.05713493393345082,0.004996533775106412,38,0.0,11.210276985139608,1.450809365990488,0.2231941009511649,10.838670512389655,0.0891748791178394,Referral,Mobile,Sud,F,5,0,4,0,0,400
CID000079,18.0,26681.654203774124,17.335267801768243,1,1.0,0.017898975780418467,0.07663443540524646,0.17763185958973848,0.3597689943018083,0.3859647107032068,0.013171528322134344,10,0.0,8.995802506680949,5.685645659853308,0.40713294030398045,5.702311943648489,0.03674829415505246,Email,Desktop,Sud,H,3,0,4,0,0,400
CID000080,23.90164056081244,49789.3045517324,5.0,2,11.022473211963813,0.011496154590850764,0.03775008314488709,0.4807639935856529,0.3246118635496998,0.1568740597197601,0.07402932305710215,13,0.0,6.213594025824477,2.0207128457243235,0.26938809700204086,4.012539600085891,0.0026309663109341888,Email,Mobile,Nord,H,8,0,3,1,0,310
